Date,Reserves,GDP in mil Local,FER/GDP
2004-04-30,2338325,4866328.044486603,0.4805111736454448
2004-05-31,2474450,5136547.897335827,0.4817340457943403
2004-06-30,2444316,5356318.0,0.4563425845888911
2004-07-31,2383041,5399941.885645961,0.4413086382160077
2004-08-31,2403279,5348647.001574038,0.4493246608521269
2004-09-30,2414359,5349315.0,0.4513398444473732
2004-10-31,2524839,5492103.061492825,0.45972170801064977
2004-11-30,2625044,5648134.534797171,0.4647630087115599
2004-12-31,2654495,5650478.0,0.46978237947302864
2005-01-31,2655883,5385392.625665757,0.4931642286102905
2005-02-28,2885703,5071521.82200327,0.5690013966774448
2005-03-31,3159123,4884392.0,0.6467791692394878
2005-04-30,3240923,5028460.448814825,0.6445159573172866
2005-05-31,3169356,5366676.93291745,0.5905621000884554
2005-06-30,3256549,5657084.0,0.5756585901853323
2005-07-31,3277347,5756087.108226588,0.5693706398772218
2005-08-31,3235239,5750964.374521461,0.5625559105066105
2005-09-30,3446464,5803062.0,0.5939043904752354
2005-10-31,3431692,6013918.7471329775,0.5706249359680815
2005-11-30,3430907,6227779.393297554,0.5509037464770192
2005-12-31,3730301,6250428.0,0.5968072906367372
2006-01-31,4080907,5945916.510969625,0.6863377567564449
2006-02-28,4108295,5568129.087369386,0.7378232321012744
2006-03-31,4478601,5315834.0,0.8425020420125986
2006-04-30,4268203,5431187.638183043,0.785869184484278
2006-05-31,4305308,5772601.039307768,0.7458176947763357
2006-06-30,4457439,6087158.0,0.7322693118857766
2006-07-31,4267520,6220453.735526473,0.6860464174224447
2006-08-31,4258959,6241780.631645776,0.6823307724733408
2006-09-30,4349810,6294427.0,0.6910573432657174
2006-10-31,4160765,6470886.661254493,0.6429976628880352
2006-11-30,4127460,6642783.326488721,0.6213449689893341
2006-12-31,3996542,6647989.0,0.6011655554785064
2007-01-31,3997378,6373734.419063001,0.6271641924778617
2007-02-28,4226977,6035828.408418882,0.7003143088203331
2007-03-31,3970673,5796671.0,0.6849919548651286
2007-04-30,3905300,5863334.997354156,0.6660543874368897
2007-05-31,3933898,6118649.317617322,0.6429356865857951
2007-06-30,3857425,6356593.0,0.6068384431723094
2007-07-31,3845569,6451330.273842858,0.5960893082147712
2007-08-31,3981626,6471868.117786883,0.6152205093699522
2007-09-30,3886178,6547755.0,0.5935130437837091
2007-10-31,3940666,6762324.422164709,0.5827383831340261
2007-11-30,4052494,6980624.584757072,0.5805345855224827
2007-12-31,4003970,7040879.0,0.5686747350721408
2008-01-31,4046097,6824803.5388422925,0.5928517908203917
2008-02-29,4073892,6524770.761605098,0.62437320004754
2008-03-31,4285015,6330799.0,0.6768521635262784
2008-04-30,3982714,6422938.165769175,0.6200766529601259
2008-05-31,3759279,6671250.872519354,0.5635043669974193
2008-06-30,3805315,6855502.0,0.5550745955584289
2008-07-31,3675422,6843473.317159771,0.5370696764147538
2008-08-31,3753442,6751934.7668920085,0.5559061409190349
2008-09-30,3921083,6770223.0,0.5791660038376875
2008-10-31,4430546,7009766.468094908,0.6320532959501174
2008-11-30,5863198,7268251.835575421,0.8066861375526094
2008-12-31,6238245,7293420.0,0.8553250738336747
2009-01-31,7018666,6904926.016890891,1.0164722956959824
2009-02-28,7038614,6406682.262041959,1.098636347505804
2009-03-31,8263803,6023446.0,1.3719394180673323
2009-04-30,7287275,6052333.452725809,1.2040438711647665
2009-05-31,6839614,6329048.756600717,1.080670139073712
2009-06-30,6997612,6574453.0,1.0643641379746727
2009-07-31,7136733,6613354.594636898,1.079139625416054
2009-08-31,7486626,6562336.61640006,1.1408476031677544
2009-09-30,7434625,6623275.0,1.1224998207080334
2009-10-31,7659190,6919073.868840468,1.1069675140328519
2009-11-30,7804750,7232822.598143213,1.079073887696846
2009-12-31,7726306,7299602.0,1.0584557897814155
2010-01-31,7980883,6926540.185919598,1.152217815212231
2010-02-28,8175556,6431302.499441442,1.2712131019665218
2010-03-31,8137135,6057981.0,1.3432090658587408
2010-04-30,8153816,6117881.905671011,1.3327841442054915
2010-05-31,8800173,6448960.583990815,1.3645878099869209
2010-06-30,8584416,6764876.0,1.26896871428242
2010-07-31,8275543,6888298.137642115,1.2013915243849684
2010-08-31,8636132,6914880.230536397,1.2489199685429813
2010-09-30,7789072,7023754.0,1.1089613901625825
2010-10-31,7964016,7326181.964102816,1.0870622705008521
2010-11-30,8746427,7614549.311347554,1.1486467080810245
2010-12-31,9002517,7638482.0,1.1785740936484501
2011-01-31,8427879,7220484.247351325,1.1672179747627842
2011-02-28,8316636,6689713.297584605,1.2431976723132234
2011-03-31,8473017,6288612.0,1.3473588448452536
2011-04-30,8718965,6337256.961674781,1.3758263319175545
2011-05-31,8932417,6669325.41085683,1.339328410255577
2011-06-30,8920898,6993091.0,1.2756730893391777
2011-07-31,9052540,7127473.164130271,1.2700910675550239
2011-08-31,9406155,7168665.540106058,1.3121207772040706
2011-09-30,10400233,7297038.0,1.4252677593291962
2011-10-31,10356007,7624644.085749119,1.3582282508577612
2011-11-30,10454195,7932605.897555375,1.3178765130915824
2011-12-31,10925213,7959461.0,1.3726071401065976
2012-01-31,9108547,7517805.737131545,1.2115964841990463
2012-02-29,8993700,6927673.527619792,1.2982280363159742
2012-03-31,9347998,6482457.0,1.44204550836203
2012-04-30,8972670,6496083.365163232,1.3812430499457633
2012-05-31,9305472,6805554.881890299,1.3673347965736085
2012-06-30,8934963,7125402.0,1.2539591450419219
2012-07-31,8802494,7274132.913032525,1.2101090405193482
2012-08-31,8827838,7327736.705701148,1.2047155014633288
2012-11-30,7830259,7957329.11231933,0.9840310598536633
2012-12-31,9255055,7946825.0,1.1646229783592819
2013-01-31,9069730,7528651.2764834175,1.2046951926609104
2013-02-28,9556443,7023308.9122208,1.360675305534612
2013-03-31,10243296,6667960.0,1.5361963779026868
2013-04-30,9678088,6768654.330334077,1.4298393044873254
