Date,Policy Rate,Federal Funds Rate,Rate Difference
2020-04-30,13.5,0.05,13.45
2020-05-31,12.5,0.05,12.45
2020-06-30,12.5,0.08,12.42
2020-07-31,12.5,0.1,12.4
2020-08-31,12.5,0.09,12.41
2020-09-30,11.5,0.09,11.41
2020-10-31,11.5,0.09,11.41
2020-11-30,11.5,0.09,11.41
2020-12-31,11.5,0.09,11.41
2021-01-31,11.5,0.07,11.43
2021-02-28,11.5,0.07,11.43
2021-03-31,11.5,0.06,11.44
2021-04-30,11.5,0.05,11.45
2021-05-31,11.5,0.05,11.45
2021-06-30,11.5,0.08,11.42
2021-07-31,11.5,0.07,11.43
2021-08-31,11.5,0.06,11.44
2021-09-30,11.5,0.06,11.44
2021-10-31,11.5,0.07,11.43
2021-11-30,11.5,0.07,11.43
2021-12-31,11.5,0.07,11.43
2022-01-31,11.5,0.08,11.42
2022-02-28,11.5,0.08,11.42
2022-03-31,11.5,0.33,11.17
2022-04-30,11.5,0.33,11.17
2022-05-31,13.0,0.83,12.17
2022-06-30,13.0,1.58,11.42
2022-07-31,14.0,2.32,11.68
2022-08-31,14.0,2.33,11.67
2022-09-30,15.5,3.08,12.42
2022-10-31,15.5,3.08,12.42
2022-11-30,16.5,3.83,12.67
2022-12-31,16.5,4.33,12.17
2023-01-31,17.5,4.33,13.17
2023-02-28,17.5,4.57,12.93
2023-03-31,18.0,4.83,13.17
2023-04-30,18.0,4.83,13.17
